Book_ID,Title,Authors,LoCC,Keyword,Snippet
27756,Revenge,"Porges, Arthur",PS,opium,"the way I played it. The next day I sprayed a few grams of concentrated virus into the humid air of Washington, and went home. If you read the papers, you know the rest of that particular story. In eight months not even Sherlock Holmes could have found a live opium poppy on the face of the earth. Once current stocks are gone, there'll be no more narcotics deriving from that particular plant. The government sensibly outbid all the addicts and operators in order to save what is left for medical use. It should last for fifty years. All according to"
27756,Revenge,"Porges, Arthur",PS,poppy,"watch could be worth a fortune. Think in other categories, I reminded myself. How can a biochemist, rather than a policeman, stop the Syndicate? Then it came to me, simple and obvious. Hit the source, the weak link, the roots of the poison tree. In short, Papaver somniferum, the opium poppy itself. Basic, isn't it? Destroy the plant, and you cut the heart out of the drug traffic. No cops; no hopeless warfare against cunning smugglers; no battle with big-money corruption of officials. And remember: no chemist alive can synthesize opium or its derivatives. Sure, there are a few other bad"
27756,Revenge,"Porges, Arthur",PS,poppy,"the foundation stones of my plan. The disease had to be highly specific and deadly. I couldn't risk even the remotest possibility of harming food plants in a hungry world. But, as I've said, with no false modesty, I'm no slouch in my field of biochemistry. I took a harmless poppy rust from our California flowers here, and treated its genes with certain chemicals. It was a matter of six months, and well over eighty tries, but finally I came up with a virus that killed the opium poppy like smallpox wiped out the Sioux. No; more than that. Some Indians"
27756,Revenge,"Porges, Arthur",PS,poppy,"I'm no slouch in my field of biochemistry. I took a harmless poppy rust from our California flowers here, and treated its genes with certain chemicals. It was a matter of six months, and well over eighty tries, but finally I came up with a virus that killed the opium poppy like smallpox wiped out the Sioux. No; more than that. Some Indians were, or became, immune to the disease, just as insects build up resistance to the most potent poisons. But with my virus that's simply not possible. I won't get technical here, but to become immune to this stuff"
27756,Revenge,"Porges, Arthur",PS,poppy,"poisons. But with my virus that's simply not possible. I won't get technical here, but to become immune to this stuff would be like a man's developing anti-bodies against his own tissues. It couldn't happen without killing the organism faster than the virus does. Once this epidemic began, not a poppy would survive. So far everything was fine, except that, as usual, I lost my job. I got fifty term papers behind. It didn't bother me, because there wasn't a student in my three classes who knew any more biochemistry than a baboon. In the first paper I'd found this gem:"
27756,Revenge,"Porges, Arthur",PS,poppy,"himself. As I've said, dumb students are nothing new to me. But even the worst of them couldn't have been any more obtuse than Bishop. I had the dead plants, all brown and withered. There were simple charts showing exactly, in terms of time, how the virus worked, killing the poppy within forty-eight hours, and even destroying the viability of any seeds that might be ripening. Did this jughead appointed by the President to fight the terrible drug problem comprehend the miracle being offered to him? The simple solution that would make him the greatest--in fact, the only--success in his post"
27756,Revenge,"Porges, Arthur",PS,poppy,"a plant disease loose on the world deliberately! It was a violation of the conventions against germ warfare. It was barred by international law. It was unthinkable that the United States would indulge in such irresponsible behavior. All right, I said. Take it to the U.N. Let them distribute the poppy killer. He brightened a little at that, since every bureaucrat loves above all to pass the buck. A clear-cut decision is fatal to the species. Then he gave me a note to our delegate, Wilbur Cavanaugh, Jr. This character was a bit sharper. He heard me out, looked at my"
27756,Revenge,"Porges, Arthur",PS,poppy,"keep the virus buried. For that matter, the Syndicate would gladly kick in with a million. But I'm an American first, and couldn't play it that way, especially remembering Professor A's daughter. I thought the thing through, and decided that if I turned the disease loose, so that every good poppy is a dead one, any decent government will quietly pay me off. They only need to know that no other plants are affected. And that's the way I played it. The next day I sprayed a few grams of concentrated virus into the humid air of Washington, and went home."
27756,Revenge,"Porges, Arthur",PS,poppy,"way I played it. The next day I sprayed a few grams of concentrated virus into the humid air of Washington, and went home. If you read the papers, you know the rest of that particular story. In eight months not even Sherlock Holmes could have found a live opium poppy on the face of the earth. Once current stocks are gone, there'll be no more narcotics deriving from that particular plant. The government sensibly outbid all the addicts and operators in order to save what is left for medical use. It should last for fifty years. All according to my"
27811,Macaria,"Evans, Augusta J. (Augusta Jane)",PS,morphine,"support me in coming years. I can brave all things in future."" She saw that a paroxysm of pain had seized him. His brow wrinkled, and he bit his lips hard, to suppress a groan. Just at this moment Dr. Arnold re-entered, and immediately after gave him another potion of morphine. ""Aubrey, you must be quiet, if you would not shorten your life."" He silently endured his sufferings for some moments, and raising his eyes again to Irene's said, in a tone of exhaustion-- ""It is selfish for me to make you witness my torture; but I could not bear to"
27811,Macaria,"Evans, Augusta J. (Augusta Jane)",PS,poppy,"the rich mellow voice which she had heard in the church-- ""Allow me to show you my mother's monument."" He held the gate open, and she entered and stood at his side. The monument was beautiful in its severe simplicity--a pure faultless shaft, crowned with a delicately chiselled wreath of poppy leaves, and bearing these words in gilt letters: ""Sacred to the memory of my mother, Amy Aubrey."" Just below, in black characters, ""_Resurgam_""; and underneath the whole, on a finely fluted scroll, the inscription of St. Gilgen. After a silence of some moments Russell pointed to the singular and solemn"
27824,Juggernaut,"Campbell, Alice",PS,narcotic,"saxophones a gorgeous baritone had soared forth. Glancing around she saw the glistening black face of a faultlessly attired American negro. The song, one of the mournful type now emanating from Broadway, was the last word in banality, but the honeyed voice, suave, insinuating, gave it the charm of a narcotic. Even the waiters stopped where they were and gazed as they listened, transfixed. Conversation died, the great room was stilled to drink in the notes. A storm of applause, the chorus was repeated once, twice. Then fell a moment's lull and ordinary sounds began again. It was at this moment"
27824,Juggernaut,"Campbell, Alice",PS,narcotic,"a short radius. Unless someone came along the street discovery was merely a matter of minutes. Her head still ringing from the bumps she had recently received, she felt herself rapidly relaxing, in spite of her danger. The thought of complete abandonment to repose stole over her like a powerful narcotic. It would have been heavenly to let herself go, to fall asleep here or lapse into a faint; she didn't know which it would be. For several seconds she saw the dark garden through a veil of black gauze. Then a voice inside her brain roused her; she braced herself"
27966,The Dop Doctor,"Dehan, Richard",PR,opium,"the commonest dop was barely obtainable at the price of good champagne, and it would not do for the man from Diamond Town to seem flush of dollars. Sure, no, that would never do! He must make out with the tobacco he still had left, and the big lump of opium he carried in a tin box in a pocket of the heavy money-belt he wore under his miner's flannel shirt. He groped for the tin box, and got it, and bit off a corner of the sticky brown lump, and ate it as he went along, and his laboured breathing"
27966,The Dop Doctor,"Dehan, Richard",PR,opium,"tagged him with suspicion. That cursed stupid game of his with the telephone at the Headquarters of the Baraland Rides might cost him more than the bit of twist with which he had bribed the orderly, left for a moment in sole charge, and demoralised by the sight of tobacco. Opium played you tricks like that, when, for the gratification of a sinister whim, a grotesque fancy, born and bred of the stuff, you would risk everything. In excess it played hell with the nerves. That was why those eyes of hers.... Damn them! Why couldn't a man put them out"
27966,The Dop Doctor,"Dehan, Richard",PR,opium,"shoot. And he was no novice in bloodshed--not he. There were things safely hidden and put away and buried, that might some day put a rope round some man's neck. But the man would never be Bough. There had always been a scapegoat to suffer until now. He ate more opium now than ever, because he could not forget that woman's awful eyes. He would see them looking at him in the dark, when he could not sleep. Her voice haunted him, terrible in its clarion-note of wrath, its organ-roll of denunciation. The hand that had pointed to the millstone about"
27966,The Dop Doctor,"Dehan, Richard",PR,poppy,"went a white perambulator, canopied with white, and propelled by a nurse in starched white skirts and flying white bonnet-strings--a nurse who kept her head well down, and was evidently reading a novel as she went. Some yards in advance a red umbrella bobbed against the breeze like a giant poppy on a very short stem. The lady who carried the flaming object was young; that much was plain, for the fluttering heliotrope chiffons of her gown were held at a high, perhaps at an unnecessarily lofty, altitude above the powdery sand, and her plumply-filled and gleaming stockings of scarlet, fantastically"
27998,The New Tenant,"Oppenheim, E. Phillips (Edward Phillips)",PR,narcotic,"and destroyed. But the seed was there. ""Those are the saddest lines I ever read,"" she said quietly. ""It is a true ode to dejection."" ""And therefore they are very precious,"" he answered. ""It is always sweet to find your own emotions so exquisitely expressed. It is like a spiritual narcotic."" ""And yet--yet such poems encourage sadness, and that is morbid."" He shook his head. ""To be sad is not necessarily to be unhappy,"" he answered. ""That sounds like a paradox, but it isn't! You remember the 'gentle melancholy' which Milton loved. There is something sweet in that, is there not?"""
27998,The New Tenant,"Oppenheim, E. Phillips (Edward Phillips)",PR,opium,"of the hours of darkness was exchanged for the cold, crushing despair of the weary day. They had brought his breakfast, which he had loathed and left untasted. And then, as he sat there, so worn out with physical and mental exhaustion, something of a dull miserable apathy acted like opium on his wearied nerves and brain. He sat there thinking. The great passions of the world are either our sweetest happiness or our most utter misery. Not unfrequently the one becomes the other. Circumstances may change, but the force remains, sometimes, after yielding us the most exquisite pleasure, to lash"
28022,El Diablo,"Norton, Brayton",PS,heroin,"be there by the time we get down the hill. What's that you've got there?"" Billings extended the capsule and Slade examined it curiously. ""Queer package,"" he said. ""But it's the straight dope."" Hawkins' eyes shone with excitement as he crowded closer to Slade. ""What is it, Tom?"" he asked. ""Heroin,"" answered Slade quickly. ""A refined product of opium. Never saw it put up like this before though. When we hit the beach maybe we'll learn the idea."" Beckoning Gregory to his side, Slade took from his pocket a deputy shield of the United States Customs and pinned it on the"
28022,El Diablo,"Norton, Brayton",PS,opium,"the hill. What's that you've got there?"" Billings extended the capsule and Slade examined it curiously. ""Queer package,"" he said. ""But it's the straight dope."" Hawkins' eyes shone with excitement as he crowded closer to Slade. ""What is it, Tom?"" he asked. ""Heroin,"" answered Slade quickly. ""A refined product of opium. Never saw it put up like this before though. When we hit the beach maybe we'll learn the idea."" Beckoning Gregory to his side, Slade took from his pocket a deputy shield of the United States Customs and pinned it on the young man's vest. ""For your own protection,"" he"
28091,The Double Four,"Oppenheim, E. Phillips (Edward Phillips)",PR,opium,"""but the sort of adventures you may meet with to-night are scarcely likely to fire your romantic nature. I know a little about what they call this underneath world in New York. It will probably resolve itself into a visit to Chinatown, where we shall find the usual dummies taking opium, and quite prepared to talk about it for the usual tip. After that we shall visit a few low dancing halls, be shown the scene of several murders, and the thing is done."" ""You are a cynic,"" Sogrange declared. ""You would throw cold water upon any enterprise. Anyway, our detective"
28164,The Big Bow Mystery,"Zangwill, Israel",PR,soporific,"could not get to St. James' Hall to hear your friend's symphony at the Henschel concert. I have been reading Mme. Blavatsky's latest book, and getting quite interested in occult philosophy. Unfortunately I have to do all my reading in bed, and I don't find the book as soothing a soporific as most new books. For keeping one awake I find Theosophy as bad as toothache....'"" * * * * * ""THE BIG BOW MYSTERY SOLVED. ""Sir--I wonder if anyone besides myself has been struck by the incredible bad taste of Mr. Grodman's letter in your last issue. That he, a"
28345,Somehow Good,"De Morgan, William",PR,opium,"choking fit of the poor old sleeper in the next room. And in her mother's that she _had_, and all the memory of the dreadful hours just passed. Her manner, too, was absent as she talked, and she listened constantly. Sally was to know what it was like soon. The opium sleep would end. ""Isn't that him?"" The mother's sharp ear of apprehension makes her say this; the daughter has not heard the buried efforts of the lung that cannot cough. It will succeed directly, if the patient is raised up, so. Both have gone quickly and quietly into the sick-chamber,"
28345,Somehow Good,"De Morgan, William",PR,opium,"her--promise."" But the speaker is so near the end of his tether that the Major has barely time to say, ""Honour bright, Colonel,"" when the bronchial storm bursts. It may be that the last new anodyne, which is warranted to have all the virtues and none of the ill-effects of opium, had also come to the end of _its_ tether. Mrs. Fenwick came quickly in, saying he had talked too much; and Sally, following her, got Major Roper away, leaving the patient to her mother and the nurse. The latter knew what it would be with all this talking--now the temperature"
28345,Somehow Good,"De Morgan, William",PR,opium,"Then she suppresses the last gas-tap, and follows on into the front room, where the three sit talking in undertones for perhaps an hour. Yes, that monotonous sound is the breathing of the patient in the next room, under the new narcotic which has none of the bad effects of opium. The nurse is there watching him, and wondering whether it will be a week, or twenty-four hours. She derives an impression from something that the fog really is clearing at last, and goes to the window to see. She is right, for at a window opposite are dimly visible, from"
28345,Somehow Good,"De Morgan, William",PR,poppy,"for the particulars of; you must ask Smith yourself. Or your wife comes to you in fury and indignation that such a scandalous falsehood should have got about as that Clara So-and-so was never married to So-and-so at all till ever so long after Fluffy or Toppy or Croppy or Poppy was born! We take any names at random of this sort, merely to dwell on your good lady's familiarity with the So-and-so family. Well, then--there you are! And what can you make of it? There you are face to face with the fact that a man who was a black"
28345,Somehow Good,"De Morgan, William",PR,narcotic,"she hears the whispering, and half guesses its meaning. Then she suppresses the last gas-tap, and follows on into the front room, where the three sit talking in undertones for perhaps an hour. Yes, that monotonous sound is the breathing of the patient in the next room, under the new narcotic which has none of the bad effects of opium. The nurse is there watching him, and wondering whether it will be a week, or twenty-four hours. She derives an impression from something that the fog really is clearing at last, and goes to the window to see. She is right,"
28345,Somehow Good,"De Morgan, William",PR,anodyne,"thinks his name was Graythorpe, and doesn't know he wasn't her father. Don't you undeceive her--promise."" But the speaker is so near the end of his tether that the Major has barely time to say, ""Honour bright, Colonel,"" when the bronchial storm bursts. It may be that the last new anodyne, which is warranted to have all the virtues and none of the ill-effects of opium, had also come to the end of _its_ tether. Mrs. Fenwick came quickly in, saying he had talked too much; and Sally, following her, got Major Roper away, leaving the patient to her mother and"
28345,Somehow Good,"De Morgan, William",PR,anodyne,"This much is certain, that at the end of six months which this chapter represents, and which you have probably skipped, he was as much forgotten by the doctor as the pipe his patient's suicidal escapade had interrupted, or the semi-vexation with his mother he was using it as an anodyne for. CHAPTER XXVI MORNING AT LADBROKE GROVE ROAD, AND FAMILY DISSENSION. FACCIOLATI, AND A LEGACY. THE LAST CONCERT THIS SEASON. THE GOODY WILL COME TO IGGULDEN'S. BUT FANCY PROSY IN LOVE! Towards the end of the July that very quickly followed Rosalind noticed an intensification of what might be called"
28387,Hurricane Island,"Watson, H. B. Marriott (Henry Brereton Marriott)",PR,narcotic,"passed out of the cabin. Once on deck, I paused to consider what I should do. Two things I knew for certain: firstly, that the knife-wound was no accident, for no mere horse-play could have resulted in such a deep cut; secondly, that Adams was under the influence of a narcotic. Who had administered it and why? I recalled the man's delirium and his wandering statements to which at the time I had paid little heed, and I thought I began to get the clue. I looked at my watch and found it half-past twelve. Every one, save those on duty,"
28459,In Brief Authority,"Anstey, F.",PR,soporific,"his shoulder. ""Where should I conduct your Majesties,"" he said, ""but to your own Kingdom of Märchenland?"" Mrs. Stimpson and her husband would no doubt have protested, demanded explanations, insisted upon being put down at once, had they been able; but, whether it was that the car had some peculiarly soporific tendency, or whether it was merely the sudden swift rush through the upper air, a torpor had already fallen on the whole Stimpson family. It was even questionable if they remained long enough awake to hear their destination. Daphne, for some reason, did not fall asleep till later. She lay"
28465,The Limit,"Leverson, Ada",PR,poppy,"least--well, she _is_ all right, if you understand--and yet she's _not_--if you know what I mean."" ""Ah! that is a dark saying. You are pleased to be mysterious--sphinx-like."" ""You _are_ a rotter, Harry!"" ""How subtle you are, Alec. How elusive is the lightning-play of your wit!"" ""_How_ much?"" ""The random poppy of paradox grows too often in the golden cornfield of your conversation,"" Harry went on, taking her hand. ""Oh, rats!"" exclaimed the artless girl. ""Can't make out what you're driving at half the time, when you go on like that. Don't believe you know yourself."" ""Don't I? Really now, you"
28489,The Belovéd Vagabond,"Locke, William John",PR,nepenthe,"peine, Après la peine la vertu._' I've had the pain that follows pleasure, but whether I shall attain the consequential virtue I don't know. For the present, however, I am condemned to it against my will."" ""How so?"" I asked. ""I have a great desire to rise and seek the Nepenthe of the Café Delphine, but a whimsical fate keeps me coatless and hatless in a virtuous house. I am also comparatively shirtless, which does not so much matter."" ""I'm afraid my things wouldn't fit you, Master,"" said I sitting on the edge of the bed. ""The only coat which the"
28593,When dreams come true,"Brown, Ritter",PS,narcotic,"we still dreaming? I wish somebody would pinch me, my wits are so scattered,"" and she passed her hand across her eyes as though to dispel some dreadful nightmare. ""I never imagined,"" replied her companion in a vague uncertain tone of voice, like one laboring under the influence of a narcotic, ""that such people existed anywhere outside of books, and yet the samples to which we have just been introduced make characters of fiction look tame in comparison. Oh, dear!"" she burst forth, ""who could have imagined it?"" ""What a transition--I can't understand it!"" said Bessie. ""I feel like one who"
28593,When dreams come true,"Brown, Ritter",PS,poppy,"rugged _arroyos_, the work of the rain and mountain torrents, cut and scarred the foothills which descended in precipitous slopes to the valley and plains below. Solitary giant cactus dotted the landscape, adding to the general desolation of the scene, relieved only by the glitter of the silvery sage, white poppy and yucca, and yellow and scarlet cactus bloom which glistened in the slanting rays of the afternoon sun and the intense radiation of heat in which was mirrored the distant mirage; transforming the desert into wonderful lakes of limpid waters that faded in turn on the ever receding horizon. Below"
28629,"Phoebe, Junior","Oliphant, Mrs. (Margaret)",PR,laudanum,"hand to his forehead, and his apologetic ""Beg your pardon, sir."" If he came, what could he say to him? Two days--only two days more! If Mr. May had been less sensible and less courageous, he would most likely have ended the matter by a pistol or a dose of laudanum; but fortunately he was too rational to deliver himself by this desperate expedient, which, of course, would only have made the burden more terrible upon the survivors. If Cotsdean was to be ruined, and there was no remedy, Mr. May was man enough to feel that it was his business"
28637,The Marriage of Elinor,"Oliphant, Mrs. (Margaret)",PR,anodyne,"in a question about the cut of a sleeve, or which would be most becoming to Elinor of two colours for a ball gown. But though Mrs. Dennistoun forgot often, Elinor never forgot. The dresses and ""things"" generally occupied her a great deal, but not in the form of the anodyne which they supplied to her mother. Her mind was always on the alert, looking out for those flying arrows of warfare which your true fighter lets fly in the most innocent conversation at the most unexpected moments. Elinor thus flung her shield in her mother's face a hundred times when"
28637,The Marriage of Elinor,"Oliphant, Mrs. (Margaret)",PR,anodyne,"knew that her lover would laugh at ""the old girl,"" which was a phrase which offended Elinor deeply, and Mrs. Dennistoun would become stiffer and stiffer, declaring that the very language of the younger generation had become unintelligible to her. But to hear them now together was a kind of anodyne to Elinor, it stayed and calmed her. The cold moisture dried from her forehead. She smoothed her hair instinctively with her hand, and put herself straight in mind as she did with that involuntary action in outward appearance, feeling that no sign of agitation, no trouble of demeanour must meet"
28656,Typee,"Melville, Herman",PS,narcotic,"thus gliding along! There was nothing to be done; a circumstance that happily suited our disinclination to do anything. We abandoned the fore-peak altogether, and spreading an awning over the forecastle, slept, ate, and lounged under it the live-long day. Every one seemed to be under the influence of some narcotic. Even the officers aft, whose duty required them never to be seated while keeping a deck watch, vainly endeavoured to keep on their pins; and were obliged invariably to compromise the matter by leaning up against the bulwarks, and gazing abstractedly over the side. Reading was out of the question;"
28656,Typee,"Melville, Herman",PS,narcotic,"of Marheyo’s house retired to their mats rather early in the evening; but not for the night, since after slumbering lightly for awhile, they rose again, relit their tapers, partook of the third and last meal of the day, at which poee-poee alone was eaten, and then, after inhaling a narcotic whiff from a pipe of tobacco, disposed themselves for the great business of the night—sleep. With the Marquesans it might almost be styled the great business of life, for they pass a large portion of their time in the arms of Somnus. The native strength of their constitution is no"
28656,Typee,"Melville, Herman",PS,narcotic,"more powerful agent in producing the desired effect. “Arva” is a root very generally dispersed over the South Seas, and from it is extracted a juice, the effects of which upon the system are at first stimulating in a moderate degree; but it soon relaxes the muscles, and, exerting a narcotic influence, produces a luxurious sleep. In the valley this beverage was universally prepared in the following way:—Some half-dozen young boys seated themselves in a circle around an empty wooden vessel, each one of them being supplied with a certain quantity of the roots of the “arva,” broken into small bits"
28656,Typee,"Melville, Herman",PS,narcotic,"indeed, so sad did he feel that he talked about going back to the valley, and wanted Jimmy to escort him as far as the mountains. But the sailor would not listen to him, and, by way of diverting his thoughts, pressed him to drink of the arva. Knowing its narcotic nature, he refused; but Jimmy said he would have something mixed with it, which would convert it into an innocent beverage that would inspirit them for the rest of their journey. So at last he was induced to drink of it, and its effects were just as the sailor had"
28656,Typee,"Melville, Herman",PS,soporific,"Various other dishes followed, the chief manifesting the most hospitable importunity in pressing us to partake, and to remove all bashfulness on our part, set us no despicable example in his own person. The repast concluded, a pipe was lighted, which passed from mouth to mouth, and yielding to its soporific influence, the quiet of the place, and the deepening shadows of approaching night, my companion and I sank into a kind of drowsy repose, while the chief and Kory-Kory seemed to be slumbering beside us. I awoke from an uneasy nap, about midnight, as I supposed; and, raising myself partly"
28662,The Squirrel Inn,"Stockton, Frank R.",PS,laudanum,"panting. ""I don't want to interrupt you, Mrs. Cristie,"" she said, ""but really and truly you ought to go to your baby. He has stopped crying in the most startling and suspicious way. Of course I don't know what she has done to him, and whether it's anything surgical or laudanum. And it isn't for me to be there to smell the little creature's breath; but you ought to go this minute, and if you find there is anything needed in the way of mustard, or hot water, or sending for the doctor, just call to me from the top of"
28666,Hymen,H. D. (Hilda Doolittle),PS,poppy,"in a force, a power, passionless, not its own? So I scatter, so implore Gods of Crete, summoned before with slighter craft; ah, hear my prayer: Grant to my soul the body that it wore, trained to your thought, that kept and held your power, as the petal of black poppy, the opiate of the flower. For art undreamt in Crete, strange art and dire, in counter-charm prevents my charm limits my power: pine-cone I heap, grant answer to my prayer. No more, my soul-- as the black cup, sullen and dark with fire, burns till beside it, noon's bright heat"
28666,Hymen,H. D. (Hilda Doolittle),PS,poppy,"as the black cup, sullen and dark with fire, burns till beside it, noon's bright heat is withered, filled with dust-- and into that noon-heat grown drab and stale, suddenly wind and thunder and swift rain, till the scarlet flower is wrecked in the slash of the white hail. The poppy that my heart was, formed to blind all mortals, made to strike and gather hearts like flame upon an altar, fades and shrinks, a red leaf drenched and torn in the cold rain. SHE CONTRASTS WITH HERSELF HIPPOLYTA Can flame beget white steel-- ah no, it could not take within"
28781,Extracts from Adam's Diary,"Twain, Mark",PS,opium,"in the service, but destined forever, it seemed, to hammer brass in the Panama intermediate run. A skillful operator, but his arm broke, as wireless men say, whenever faced by emergency. He distinctly heard Peter Moore state in a voice of emotion: ""Too much China. God, man, I'll be smuggling opium next!"" ""Rubbish!"" the Chief snorted. The Panama Line man waved a pale hand behind him for absolute silence. ""Want a shore station for a while?"" ""Intend to rest up and then look around,"" Moore answered. ""You'll be back. Mark my word. The sea and the wireless house is a winning"
28781,Extracts from Adam's Diary,"Twain, Mark",PS,opium,"slide back. He opened the door and entered, restoring the bolt to its place. The room was low, deep and dark under the flickering light of a single dong, which hung from the ceiling at the end of a roped-up cluster of fine brass chains. The rich, stupefying odor of opium tainted the heavy air. The orange flame, motionless as if it were carved from solid metal, showed the room to be bare except for a few grass mats scattered about in the irregular round shadow under it. To one of these mats Lo Ong, gaunt, curious, even hostile, retreated, squatting"
28781,Extracts from Adam's Diary,"Twain, Mark",PS,opium,"He still wore what remained of his Marconi uniform, tattered, grease-stained coat and trousers, with the ragged white and blue emblems of the steamship line by which he had been employed before he had disappeared. His bony hands trembled incessantly, and his face had the chalky pastiness native to the opium eater. Peter, reflecting upon the honor which that uniform had always meant for him, felt like knocking this chattering, wild-eyed creature down and trampling upon him. But he bowed respectfully. The door clanged behind him, and his eye absorbed in an instant the details of the ponderously high-powered electrical apparatus."
28781,Extracts from Adam's Diary,"Twain, Mark",PS,opium,"stay!"" cried Harrison. ""Lotus eater!"" Peter said, knowing his ground perfectly. ""What if I am?"" demanded Harrison defiantly. ""So are you! So are we all! So is everybody who lives in this rotten country!"" ""To the sick, all are sick,"" Peter quoted sorrowfully. ""Rot! As long as I must have opium, there's nothing more to be said. Now, I pry my eyes open with matches to stay awake. With you here----"" His thin voice trailed off. He had confessed what Peter already knew. It was the blurted confession, and the blurted plea, of a mind that was half consumed by drugs."
28781,Extracts from Adam's Diary,"Twain, Mark",PS,opium,"far too greedy to gain its own small ends to grope beyond. The lids of Harrison's smoldering eyes drew down, and they were blue, a sickly, pallid blue. With their descent his face became a death-mask. But Peter knew from many an observation that such signs were deceptive; knew that opium was a powerful and sustaining drug; knew that Harrison, while weak and stupid and raving, was very much alive! ""There is little work to be done,"" went on the thin voice. ""Only at night. Say you will stay with me!"" he pleaded. Peter permitted himself to frown, as if he"
28781,Extracts from Adam's Diary,"Twain, Mark",PS,opium,"again, sar,"" she invited. And when Peter had again disposed himself at the side of this light-hearted young person, she went on: ""I am coming a long, long way to visit my aged grandmother (may the green-eyed gods grant her the twelve desires!) who lives Canton-way. My dear father sells opium. He has grown rich in that trade, even though the stupid eyes of the Dutch _babis_ are on him all the while. When I have seen my ancient grandmother, and given her geefts, I will go home, to the south, Macassar-way."" ""Now, where, oh where, do I fit in this"
28781,Extracts from Adam's Diary,"Twain, Mark",PS,opium,"place is--well, the heart of the Chinese smuggling trade. It's ridiculous, but it will appeal to them. I will dress up as a Chinese woman--oh, I've done it dozens of times in the past--and I shall be very mysterious. That will seem much more romantic to Peggy than a mere opium den. And it will be safer. I know Ching Tong's shop. It might do, if you were an ordinary person, Peter, but such an adventure should be provided with at least five times as many exits! I have them here."" Peter looked at her doubtingly, although the idea appealed to"
28781,Extracts from Adam's Diary,"Twain, Mark",PS,opium,"polished leather belt, and depending from it also was an empty leather holster. Gripped threateningly in his right hand was a blue revolver. The shrill voice of the man from the Jen Kee Road place rose sharply above the momentary tumult. In this quick confusion a pale, obnoxious odor, like opium fresh from the poppy, yet with the savor of almonds, flooded Peter's throat. He was vaguely aware of a fumbling in his coat-pocket. Explosions sounded as from afar and a vast redness settled down and encompassed the world. The interval of dark was surprisingly short-lived. Swimming in and out of"
28781,Extracts from Adam's Diary,"Twain, Mark",PS,opium,"the wash-stand. Dark lines had come under his eyes, and the deep-blue pupils seemed to kindle with a peculiar brilliancy. He had seen that look in other eyes, and another fragment of the dream came back to him. He licked his dry lips, tasting a flavor not unlike that of opium fresh from the poppy, and of almonds. He filled the wash-basin with cold water, took a long breath, and immersed his face for a half minute. Gasping, he came out of it with pink starting into his cheeks, and his mental faculties somewhat better organized. When he emerged from his"
28781,Extracts from Adam's Diary,"Twain, Mark",PS,poppy,"every word of that is the truth. If you must know, I used rouge for the scars. Since you are so outspoken, I will pay you back in the same cloth. There are scars on my body, on my back and my legs."" Her face was as red as a poppy. ""And I killed this man because--well,"" she snapped, ""perhaps because I hate you."" Had she cut him with a whip, Peter could not have felt more hurt, more humiliated, more ashamed, for gratitude was far from being a stranger to him. He half extended his arms in mute apology, and,"
28781,Extracts from Adam's Diary,"Twain, Mark",PS,poppy,"depending from it also was an empty leather holster. Gripped threateningly in his right hand was a blue revolver. The shrill voice of the man from the Jen Kee Road place rose sharply above the momentary tumult. In this quick confusion a pale, obnoxious odor, like opium fresh from the poppy, yet with the savor of almonds, flooded Peter's throat. He was vaguely aware of a fumbling in his coat-pocket. Explosions sounded as from afar and a vast redness settled down and encompassed the world. The interval of dark was surprisingly short-lived. Swimming in and out of his distorted vision was"
28781,Extracts from Adam's Diary,"Twain, Mark",PS,poppy,"had come under his eyes, and the deep-blue pupils seemed to kindle with a peculiar brilliancy. He had seen that look in other eyes, and another fragment of the dream came back to him. He licked his dry lips, tasting a flavor not unlike that of opium fresh from the poppy, and of almonds. He filled the wash-basin with cold water, took a long breath, and immersed his face for a half minute. Gasping, he came out of it with pink starting into his cheeks, and his mental faculties somewhat better organized. When he emerged from his stateroom, attired in a"
28781,Extracts from Adam's Diary,"Twain, Mark",PS,poppy,"smoked sleepily overhead; far away the great river sang its bass song. He must be up at dawn. What a question-mark was Kahn Meng! A Harvard graduate--and a native of the red city! And what an adorable creature was the girl Naradia! Her eyes were like jade, her lips like poppy petals.... A crash of sound, a blaze of golden light, aroused him. He sat up, dodging a sunbeam which had flicked his eyelids. Shrill voices came from a distance. The odor of manure exhaled by the caravan sheds floated into the room, and Peter jumped up front the couch with"
28917,Carmilla,"Le Fanu, Joseph Sheridan",PR,opium,"superstition are witnessed chiefly by those who believe in them. [Illustration: ANCIENT RELIGIOUS RITES OF THE PEASANTS.] The sights held as supernatural are usually not more wonderful than those that arise from a disordered imagination. The spectres of demonology are not more fearful than those shapes of fancy produced by opium and dissipation; and the visions of the necromancer are not more wonderful than those that arise from a fever, or even from a troubled sleep. Yet it is a fact, and a very singular one, that, however at random the fancies of unhealthy intellects may appear on ordinary subjects, those"
28919,Frenzied Fiction,"Leacock, Stephen",PS,opium,"superstition are witnessed chiefly by those who believe in them. [Illustration: ANCIENT RELIGIOUS RITES OF THE PEASANTS.] The sights held as supernatural are usually not more wonderful than those that arise from a disordered imagination. The spectres of demonology are not more fearful than those shapes of fancy produced by opium and dissipation; and the visions of the necromancer are not more wonderful than those that arise from a fever, or even from a troubled sleep. Yet it is a fact, and a very singular one, that, however at random the fancies of unhealthy intellects may appear on ordinary subjects, those"
