Unnamed: 0,Book_ID,Keyword,Snippet,Etext Number,Authors,LoCC,Published Year,Author Gender,Assigned_Gender,Character_Name,Agency,Power,Sentiment
3013,16958,laudanum,"among the well informed, that this lady, having been ""jilted,"" or, in other words, deceived, by a merchant in her native city, who promised to marry her, was subject to frequent melancholy attacks, and on these occasions especially did she make use of ""medicinal brandy."" She suffered from one of these periodical attacks now, and, consequently, the medicinal glass was always within her reach. On the small stand by her bed stood two tumblers, one containing the medicinal ""eau de vie,"" and the other was half full of vinegar. She ordered Jane, on this fatal day, to pour a little laudanum into that tumbler that contained the vinegar, to see if, by applying it to her temples, it would not allay the terrible headache which she said had tormented her. Instead of pouring the poison into the vinegar glass, where would the Scotch Abigail empty the cruet but into the tumbler with the brandy in it? Her mistress soon after quaffed off the liquor into which the poisonous drug had been poured, and in an hour after she was a lifeless corpse. This was not all; for, on the day of the funeral, young Harry, Mr. Gulvert's son and heir, in",16958,"Quigley, Hugh",PS,1853,,Female,Jane,0.5,0.0,0.19333333333340003
3014,17084,opium,"and ankle were hardly to be matched on this side of the Pyrenees; the nose slightly aquiline, with thin, transparent nostrils; and the forehead rather low--it looked more so, perhaps, from the thick masses of dark hair which framed and shaded her face. Under the clear, pale olive of the cheeks the rich blood mantled now and then like wine in a Venice glass; and her lips--the outline of the upper one just defined by a penciling of down, the lower one full and pouting--glistened with the brilliant smoothness of a pomegranate flower when the dew is clinging. Her eyes--the opium -eaters of Stamboul never dreamed of their peers among the bevies of hachis-houris. They were of the very darkest hazel; one moment sleeping lazily under their long lashes, like a river under leaves of water-lilies; the next, sparkling like the same stream when the sunlight is splintered on its ripples into carcanets of diamonds. When they chose to speak, not all the orators that have rounded periods since Isocrates could match their eloquence; when it was their will to guard a secret, they met you with the cold, impenetrable gaze that we attribute to the mighty mother, Cybèle. Even a",17084,"Lawrence, George A. (George Alfred)",PR,1862,,Female,Anonymous,,,
3015,17191,soporific,"the crown of her head, and exclaimed, ""I am too fond of my liberty to offer that bribe. That is a high and bare hill,"" she said, seeking to divert their attention. ""Let us ride to the top of it, and survey the country around."" ""You may do so, if you like,"" said Mrs. Shortridge, composedly; ""but I have made a vow to do no extra riding to-day. This road is long enough and rough enough for me."" Lady Mabel turned from the path, and, followed by L'Isle, was soon ascending the hill. Moodie, somewhat under the influence of his soporific draughts, was in a reverie, wondering whether Lord Strathern would get his letter in time to send a troop of horse after the fugitives, and whether it might not come within the provisions of the military code to have L'Isle court-martialed and shot for running off with his General's daughter, when, looking up, he missed Lady Mabel, and then discovered her with L'Isle, scampering over the hill. In great confusion, he rode up to Mrs. Shortridge, and asked, ""Where are they going now?"" ""I scarcely know,"" she answered; ""but Colonel L'Isle will take care of Lady Mabel, so you can",17191,"Bowen, Sue Petigru",PS,1860,,Male,Moodie,0.0,0.0,0.2
3016,17237,opium,"said Brimstead in a low voice. ""I've drawed 'em out. They ain't goin' to bite me no more."" ""They are the towers and steeples of El Dorado,"" Samson laughed. ""Have any of the notes been paid?"" ""Not one and I can't get a word from my broker about the men who drew the notes--who they are or where they are."" ""I'm going to Chicago and if you wish I'll try to find him and see what he says."" ""That's just what I wish,"" said Brimstead. ""His name is Lionel Davis. His address is 14 South Water Street. He put the opium in our pipes here in Tazewell County. It was his favorite county. He spent two days with us here. I sold him all the land I had on the river shore and he gave me his note for it."" ""If you'll let me take the note I'll see what can be done to get the money,"" Samson answered. ""Say, I'll tell ye,"" Brimstead went on. ""It's for five thousand dollars and I don't suppose it's worth the paper it was wrote on. You take it and if you find it's no good you lose it just as careful as you",17237,"Bacheller, Irving",PS,1919,male,Male,Lionel Davis,0.75,0.3333333333333333,0.28333333333345
3017,17356,narcotic,"with his finger tips, not quite sure what it meant that his heart was beating like a young man's and a queer sensation of happiness was stealing through his whole being. ""Nothing in the world,"" he murmured, ""could alter our friendship."" ""What you see before you,"" she went on, ""is an oyster stew. The true hostess, you see, studying her guest's special tastes. It is very nearly cooked and if you do not pronounce it the most delicious thing you ever ate in your life, I shall be terribly disappointed."" Dartrey sat as still as a man upon whom some narcotic influence rested, and his words sounded almost unnatural. ""I am convinced,"" he assured her, ""that I shall be able to gratify you."" ""What you get afterwards you see upon the sideboard: cold partridges--both young birds though--ham, salad of my own mixing, and, behold! my one outburst of extravagance--strawberries. There is also a camembert cheese lying in ambush outside because of its strength. I would suggest that during the three minutes which will ensue before I serve you with the stew, you open the champagne. You are so dumbfounded at my audacity that perhaps a little exercise will be good for",17356,"Oppenheim, E. Phillips (Edward Phillips)",PR,1921,male,Male,Anonymous,0.5,0.5,0.533333333333
3018,17356,soporific,"their right places, which had led him from the more flowery ways into the world of politics. His enemies called him a dilettante and a poseur. His friends were led into rhapsodies through sheer affection. His supporters hailed him as the one man of genius who held out the scales of justice before the world. ""Of course,"" Nora Miall observed, looking up at her host pleasantly, ""I can see what is going to happen. Mr. Dartrey came out here to talk to you upon most important matters. This place, the beauty of it all, is acting upon him like a soporific . If we don't shake him up presently, he will go away with wonderful mind pictures of your cliffs and sea, and his whole mission unfulfilled."" ""Libellous as usual, Nora,"" Dartrey murmured, without turning his head. ""Mr. Tallente is providing me with a few minutes of intense enjoyment. He has assured me that his time is ours. Soon I shall finish my tea, light a cigarette and talk. Just now you may exercise the privilege of your sex unhindered and better your own acquaintance with our host."" The girl laughed up into Tallente's face. ""Very likely Mr. Tallente doesn't wish",17356,"Oppenheim, E. Phillips (Edward Phillips)",PR,1921,male,Male,Dartrey,0.5,0.16666666666666666,0.20000000000000004
3020,17381,narcotic,"which Beechfield village lay seemed spread before her. There were twinkling lights in many of the windows--doubtless groups of happy, cheerful people behind them. She felt horribly lonely and depressed as well as wide awake to-night. In her short, healthy life, Enid Crofton had only had one attack of insomnia. During the ten days that had followed her husband's sudden death--for the inquest had had to be put off for a day or two--she had hardly slept at all, and the doctor who had been so kind a friend during that awful time, had had to give her a strong narcotic . To his astonishment it had had no effect. She had felt as if she were going mad--the effect, so he had told her afterwards, of the awful shock she had had. To-night she wondered with a kind of terror whether that terrible sleeplessness which had ended by making her feel almost lightheaded was coming back. She turned away from the window, and, getting into bed again, tried to compose her limbs into absolute repose, as the doctor had advised her to do. And then, just as she was mercifully going to sleep, there floated in, through the open window,",17381,"Lowndes, Marie Belloc",PR,1921,female,Female,Enid Crofton,0.0,0.0,0.2933333333333
3021,17402,opium,"Suttee! It was against the law of the British Raj. The soldiers began arguing with the widow, but only half heartedly. It was a pious rite, worthy of the high caste Hindu's wife. Better death on the pyre than a future like that of a pariah dog. For a wife who preferred to live after her husband was gone was a social outcast, permitted not to wed again, to exist only as a drudge, a menial, the scum and contempt of all who had known her in her days of prosperity. The widow, having drunk from a cup which contained opium , climbed to the top of the pyre where her husband lay, swathed in white. She gazed about wildly, and her courage and resolve took wings. She stumbled down. A low hissing ran about. ""Make the white woman suttee in her place!"" cried the drunken mahout. The cry was taken up by the spectators. Kathlyn felt herself dragged from the elephant, bound and finally laid beside the swathed figure. There could be no horror in the wide world like it. Smoke began to curl up from the underbrush. It choked and stifled her. Sparks rose and dropped upon her arms",17402,"MacGrath, Harold",PS,1913,male,Female,Anonymous,0.0,-0.6666666666666666,0.366666666667
3022,17402,opium,"set aside for the business of the mart. Owners and prospective buyers met, chewed betel-nut, smoked their hookas, sipped coffee and tea, and exchanged the tattle of the hour. It was as much an amusement as a business; indeed, it was the oriental idea of a club, and much the same things were discussed. Thus, Appaji bought a beautiful girl at the last barter and Roya found a male who was a good juggler, and only night before last they had traded. The bazaars were not what they used to be. Dewan Ali had sold his wife to a Punjab opium merchant. Aunut Singh's daughter had run away with the son of a bheestee. All white people ate pig. And no one read the slokas, or moral, stanzas, any more. Yes, the English would come some day, when there would be enough money to warrant it. All about there were barkers, and fruit sellers, and bangle wallas (for slave girls should have rings of rupee silver about their ankles and wrists), and solemn Brahmins, and men who painted red and ocher caste marks on one's forehead, and ash covered fakirs with withered hands, Nautch girls, girls from the bazaars, peripatetic jewelers,",17402,"MacGrath, Harold",PS,1913,male,Male,Ali,,,
3024,17402,opium,"upon the cobbles. Then, over the wall, near the elephant, a head appeared, then a body. This was repeated four times, and four light-footed nomads of the desert lowered themselves into the compound. They ran quickly to the gate and noiselessly unbarred it. Outside were five more desert nomads, gathered about the insensible bodies of the sentries. These nine men were the dancers who had entered the town in advance of Kathlyn. For weeks they had lain in wait for this moment. They had spied upon the three low caste keepers and upon learning of their nocturnal junkets into the opium den had cast the die this night. With the utmost caution they approached the sacred elephant, took off his chains and led him from the compound. Immediately six of the marauders trotted far ahead toward the gate they knew to be the least guarded. The sacred elephant, passing through the streets, attended by three men, aroused no suspicions in any straggler who saw. So remote was the walled city, so seemingly impregnable, and so little interfered with that it was only human that its guardians should eventually grow careless. When the keepers, straggling under the fumes of the drug, returned",17402,"MacGrath, Harold",PS,1913,male,Male,Anonymous,,-1.0,0.166666666667
3027,17402,opium,"his objections. ""But, Kit, they will recognize us. They will not have forgot me. They will know that we have come from the town, despite the fact that to all appearances we come from the West."" Bruce also shook his head. ""It doesn't look good, Ramabai. Why not we three men?"" ""They would be suspicious at once. They would reason, if they saw Kathlyn Mem-sahib and my wife with us that we were harmless. Will you trust me?"" ""Anywhere,"" said the colonel. ""But they will simply make us prisoners along with the elephant."" ""Ah, but the Colonel Sahib forgets the opium ."" Ramabai laid his hand upon the colonel's arm. ""Let them make prisoners of us. The very first thing they will do will be to search the saddle-bags. They will find the opium. In a quarter of an hour they will be as dead and we can return."" ""It is a good plan,"" said Bala Khan, when the conversation was fully translated to him. ""And once the elephant is back in the compound I'll send a dozen men back for the rogues. Ah! they will play with me; they will steal into my town, overcome my guards, take the apple",17402,"MacGrath, Harold",PS,1913,male,Male,Kathlyn Mem-sahib,1.0,0.0,0.166666666667
3029,17402,opium,"they will be as dead and we can return."" ""It is a good plan,"" said Bala Khan, when the conversation was fully translated to him. ""And once the elephant is back in the compound I'll send a dozen men back for the rogues. Ah! they will play with me; they will steal into my town, overcome my guards, take the apple of my eye! Ramabai, thou art a friend indeed. Haste and Allah fend for thee! Umballa may arrive with an army, but he shall not enter my gates."" Guided by a servant, Bruce and Ramabai set off for the opium den. The proprietor understood exactly what they desired. There were times when men entered his place who were in need of a long sleep, having money tucked away in their fantastic cummerbunds. So, mounted upon five swift camels, the party started off on a wide circle. Whether they caught the brigands at the well or on the way to their mountain homes was of no great importance. Ramabai was quite certain that the result would be the same. The colonel grumbled a good deal. Supposing the rascals did not smoke; what then? ""They will smoke,"" declared Ramabai confidently. ""The old",17402,"MacGrath, Harold",PS,1913,male,Male,Bruce,1.0,1.0,0.4
3030,17402,opium,"they desired. There were times when men entered his place who were in need of a long sleep, having money tucked away in their fantastic cummerbunds. So, mounted upon five swift camels, the party started off on a wide circle. Whether they caught the brigands at the well or on the way to their mountain homes was of no great importance. Ramabai was quite certain that the result would be the same. The colonel grumbled a good deal. Supposing the rascals did not smoke; what then? ""They will smoke,"" declared Ramabai confidently. ""The old rascal of whom we bought the opium has entertained them more than once. They are too poor to own pipes. Have patience, Colonel Sahib. A good deal depends upon the success of our adventure this morning. If I know anything about Umballa, he will shortly be on the march. Bala Khan has given his word."" Had it not been for liberal use of opium the night before, the brigands would not have tarried so long at the well; but they were terribly thirsty, a bit nerve shattered and craved for the drug. The chief alone had fully recovered. He cursed and raved at his men, kicked and",17402,"MacGrath, Harold",PS,1913,male,Male,Umballa,0.5,1.0,
3034,17402,opium,"chief of the brigands discovered that these new arrivals were none other than the white people who had given him and his men a superdrug and thereby mulcted them out of the sacred white elephant which was to have brought them a fortune. Unfortunately, the men of Kathlyn's party laid aside their weapons on approaching the cage to tear away the brush. Eight brigands, at a sign from their chief, surrounded the investigators, who found themselves nicely caught. The natives fled incontinently. So did Bala Khan's camel men. ""Death if you move!"" snarled the chief. ""Ah, you gave us bad opium , and we dropped like logs! Swine!"" He raised his rifle threateningly. ""Wait a minute,"" said Bruce coolly. ""What you want is money."" ""Ay, money! Ten thousand rupees!"" ""It shall be given you if you let us go. You will conduct us over the hills to the sea, and there the money will be given you."" The chief laughed long and loudly. ""What! Am I a goat to put my head inside the tiger's jaws? Nay, I shall hold you here for ransom. Let them bring gold. Now, take hold,"" indicating the trap cage. ""We shall take this fine man",17402,"MacGrath, Harold",PS,1913,male,Male,Bruce,1.0,0.0,0.322222222222
3035,17402,opium,"Ten thousand rupees!"" ""It shall be given you if you let us go. You will conduct us over the hills to the sea, and there the money will be given you."" The chief laughed long and loudly. ""What! Am I a goat to put my head inside the tiger's jaws? Nay, I shall hold you here for ransom. Let them bring gold. Now, take hold,"" indicating the trap cage. ""We shall take this fine man eater along with us. I am speaking to you, white men, and you, pig of a Hindu! Chalu! I will kill any one who falters. Opium ! Ah, yes! You shall pay for my headache and the sickness of my comrades. Chalu! And your white woman; she shall give a ransom of her own!"" The village jutted out into the desert after the fashion of a peninsula. On the west of it lay another stretch of sand. They followed the verdure till they reached the base of the rocky hills, which were barren of any vegetation; huge jumbles of granite the color of porphyry. During the night they made about ten miles, and at dawn were smothered by one of those raging sand-storms, prevalent in this",17402,"MacGrath, Harold",PS,1913,male,Female,Anonymous,1.0,1.0,0.4
3036,17402,opium,"he murmured. ""There'll be a fine row in a minute. Keep perfectly still, and when the moment comes follow me into the cave. They have left their guns in there."" ""You are a brave and ready man, Mr. Bruce."" ""You called me John once."" ""Well, then, John,"" a ghost of a smile flitting across her lips. Men were not generally sentimental in the face of death. ""There are nine of us!"" screamed one of the brigands. ""And I claim one bag because without my help and brains you would have had nothing,"" roared the chief. ""Who warned you against the opium ? Ha, pig!"" The first blow was struck. Instantly the chief drew his knife and lunged at the two nearest him. ""Treachery!"" ""Ha! Pigs! Dogs! Come, I'll show you who is master!"" ""Thief!"" The remaining brigands closed in upon their leader and bore him upon his back. ""To the tiger with him!"" ""Now!"" cried Bruce. He flung the rope from his hands, caught Kathlyn by the arm, and running and stumbling, they gained the cave, either ignored or unobserved by the victorious brigands. They dragged the stunned leader to his feet and haled him to the cage, lashing him to",17402,"MacGrath, Harold",PS,1913,male,Male,John,0.5,0.0,0.0666666666667
3039,17481,opium,"the facts of history, and churning them with his conceptions of humanity's duty to humanity, poured out a flood of ideas, from which he chose the best. Infatuated by the richness of the stream, he created such a powerful sequence of facts that the British began to loom up as a reactionary tribe fighting a rearguard action throughout the ages against the advancing hosts of enlightenment. The Island of Britain, the 'Old Country,' as its people called it, began to shape in his eyes like a hundred-taloned monster sprawling over the whole earth. This was the nation which had forced opium on China, ruled India by tyranny, blustered and bullied America into rebellion, conquered South Africa at the behest of business interests. . . . Those and endless others were the counts against Britain in the open court of history. And if those had been her crimes in the international sphere, what better record could she show in the management of human affairs at home? She had clung to the feudal idea of class distinction, only surrendering a few outposts reluctantly to the imperious onslaught of time; she had maintained a system of public schools which produced first-class snobs and third-rate",17481,"Baxter, Beverley",PS,1920,male,Male,Anonymous,1.0,1.0,0.266666666667
3040,17481,opium,"'As you know, I once had a flat in Park Walk--which I shared with various and variegated female patriots, also engaged in guiding the destinies of motor-cars. Edna was the first one to follow Marian, after she and I quarrelled; but Edna couldn't break herself of the habit of wandering into the Ritz for luncheon every second day with only a shilling in her pocket.' 'But I don't see how'---- 'You poor innocent! Some one always paid--don't worry. So we parted company on that issue, and I asked Mabel to take Edna's place. Mabel was frightfully nice, but took to opium cigarettes, and then to heroin. She disappeared one night, and never came back. Poor girl! Her going made room for Lily, who read the very nicest modern novels, and always cried through the love scenes. I wish you could have seen her sitting up in bed reading a book, eating chocolates, and sobbing like a crocodile. Lily had only one weakness--marrying Flying Corps officers. It was really the army's fault giving two of her husbands leave at the same time.' Selwyn frowned, 'What a dreadful experience!' he said. 'Oh, I don't know.' She gave a little shrug of her shoulders,",17481,"Baxter, Beverley",PS,1920,male,Female,Mabel,0.3333333333333333,0.0,0.16666666666676666
3041,17481,opium,"had tried to sleep, but the furies of desire called to him in the dark. He got up and dressed. He did not know where he was going, but he knew that his steps would be guided to adventure, to oblivion. There was a drizzling rain falling, and, with his coat buttoned close about his throat, he walked from street to street, his breath quickening with the ecstasy of sensual surrender which had at last come to him. Men spoke to him from dark corners; women called at him as he passed; he caught faint glimmers down murky alleys, where opium was opening the gates to bliss and perdition; but, with a step that was agile and graceful, he went on, his arteries tingling in anticipation of the senses' gratification. Once a mongrel slunk out of a lane, and he called to it. It crawled up to him, and he stooped down to stroke its head, when, with a yelp of terror, it leaped out of his reach and ran back into the lane. As if it was the best of jests, he laughed aloud, and picking up a stone, sent it hurtling after the cur. Then he was suddenly afraid.",17481,"Baxter, Beverley",PS,1920,male,Male,Anonymous,0.36363636363636365,0.5555555555555556,0.2866666666666
3043,17532,narcotic,"you mean, with door and window closed, as it were, hermetically sealed."" ""Preciselly; ve 'ave ze vord in ze Fraynsh langwitch, _érémitique_, zat ees as a religious oo leeves all alone, vis person zere bot 'imselluf. I tekka ze guestes zat lofe not ze eremitique life to ze stebble, vare ve smale ze stingy tawbawc of Bawtiste. M'syae parle Francea, meh peutehtre ne conneh le tawbawc puant, en Anglah _stingy_, de Bawtiste. C'n'est paws awgréable, M'syae. Aw, non, paw de tout, je vous asshere!"" ""That is very considerate of you,"" remarked the schoolmaster, approvingly. ""I wish all users of the narcotic were as mindful of the comfort and health of their neighbours. Regard for the feelings of others is perhaps the chief distinguishing mark of a gentleman."" ""Meestare Bulky ees a shentleman, bot he 'ave no sharitay for smokinga men,"" replied Pierre, ruefully. ""That's where the shoe pinches, not your feet, Wilks,"" said the lawyer, with a laugh. ""You could touch bottom, like Mr. Bulky, with these gunboats, but on all your privileged classes. Why should Bulky bulk so large in any place of entertainment as to send everybody else to a stable? Catch me smoking with that old garlic-perfumed Batiste!",17532,"Campbell, John",PS,1892,male,Male,Pierre,,,
3044,17564,morphine,"glad that her father refused anything except a cup of coffee. As for herself, Mrs. White made her drink an egg beaten up with milk. ""If you won't eat your breakfast, you've got to take this,"" said she. Mrs. White took her own breakfast in stray bites, while she was clearing away the table. She stayed, and put the house in order, until Maria's aunt Maria arrived. One of the physicians went away. For a short time Maria's mother's groans and wailings recommenced, then the smell of chloroform was strong throughout the house. ""I wonder why they don't give her morphine instead of chloroform?"" said Mrs. White, while Maria was wiping the dishes. ""It is dreadful dangerous to give that, especially if the heart is weak. Well, don't you be scart. I've seen folks enough worse than your mother git well."" In the last few hours Maria's face had gotten a hard look. She no longer seemed like a little girl. After a while the doctors went away. ""I don't suppose there is much they can do for a while, perhaps,"" remarked Mrs. White; ""and Miss Bell, she is as good as any doctor."" Both physicians returned a little after noon,",17564,"Freeman, Mary Eleanor Wilkins",PS,1906,female,Female,White,0.2,0.6666666666666666,0.2333333333334
3045,17564,morphine,"you be scart. I've seen folks enough worse than your mother git well."" In the last few hours Maria's face had gotten a hard look. She no longer seemed like a little girl. After a while the doctors went away. ""I don't suppose there is much they can do for a while, perhaps,"" remarked Mrs. White; ""and Miss Bell, she is as good as any doctor."" Both physicians returned a little after noon, and previously Mrs. Edgham had made her voice of lamentation heard again. Then it ceased abruptly, but there was no odor of chloroform. ""They are giving her morphine now, I bet a cooky,"" Mrs. White said. She, with Maria, was clearing away the dinner-table then. ""What time do you think your aunt Maria will get here?"" she asked. ""About half-past two, father said,"" replied Maria. ""Well, I'm real glad you've got some one like her you can call on,"" said Mrs. White. ""Somebody that 'ain't ever had no family, and 'ain't tied. Now I'd be willin' to stay right along myself, but I couldn't leave Lillian any length of time. She 'ain't never had anything hard put on her, and she 'ain't any too tough. But your aunt",17564,"Freeman, Mary Eleanor Wilkins",PS,1906,female,Female,White,0.5,0.3333333333333333,0.29999999999980004
3046,17601,narcotic,"its ruins its lovers repine. But London hardly fares much better, in spite of Mrs. Farrer's own residence, at Campden Hill, if I may hazard the locality:-- To the tomb they must go, Rich and poor all in woe, Strange motley throng. Wealth in its splendour weeps, Poverty silence keeps; None last here long. . . . So much for thee, London. Except in a spiritual sense, her existence was not an eventful one. It was, I think, the loss of some neighbour's child which suggested:-- Nellarina, forced exotic, Born to bloom in region fair, Thou wert to me a narcotic , Hope I did thy lot to share. Any near personal sorrow she does not seem to have experienced, I am glad to say, else she might have regarded it as a grievance the consequences of which one dares not contemplate; you feel that _Some One_ would have heard of it in no measured terms. Certainty and content are, indeed, the dominating notes of her poetry rather than mere commonplace hope:-- I am bound for the land of Beulah, There all the guests sing Hallelujah. No longer time here let us squander, But on the good things promised ponder. It",17601,"Ross, Robert Baldwin",PR,1881,male,Female,Thou,-1.0,-1.0,0.25
3047,17669,narcotic,"princess dismissing her courtiers, and her mandate was obeyed. She was left alone with the sexton of St. Hubert's. Looking him steadily in the face, she said,-- ""John Pembroke, I give you joy of your marriage."" ""Wretched woman!"" said the sexton, ""you poisoned her. By your hand she died."" ""You are mistaken,"" answered the old woman, with a bitter smile. ""She is not dead, but sleepeth. You see the devil can quote Scripture. It was my first intention to have poisoned her; but my second thoughts were better. So, instead of the medicine you sought, I gave you a powerful narcotic , which has thrown her into a deep sleep. She lies, at this moment, you know, in the chapel of St. Hubert's. There are flowers on her coffin, and there is a shroud around her. If I am not very much mistaken, about this hour she awakes."" ""And perishes! Fiend in human shape, how you have deceived me! At this hour, remote from help, my Margaret is dying."" ""She is not your Margaret, neither is she dying,"" said the crone. ""Listen to me. I sent a trusty messenger to him that Margaret loves--to him who loves her fondly and faithfully--and",17669,"Durivage, Francis A. (Francis Alexander)",PS,1856,,Female,Margaret,0.16666666666666666,-0.7142857142857143,0.25
3048,17690,anodyne,"tertian fever. ""Now, by all the fiends! I'm chilling again, Jack!"" he gasped. ""If these cursed wood-wolves mark it, they'll set it down to woman cowardice and that will break my heart!"" Again I bade him be of good courage, assuring him, not derisively, as it looks when 'tis written out, that the fire would presently medicine the chilling. In the middle of the saying the lighted brand was fetched and thrust among our fagotings, and the upward-curling smoke wreaths made me gasp and strangle at the finish. For a little time after the sucking in of that first smoke-breath--nature's anodyne for any of her poor creatures doomed to die by fire--I saw and heard less clearly and suffered only by anticipation. But to this day the smell of burning pine-wood is like a sleeping potion to me; and the sleep it brings is full of dreams vaguely troubled. So, while the Indians danced and leaped about us, brandishing their weapons and chanting the captives' death song, and while the blue and yellow tongues of flame mounted from twig to twig, climbing stealthily to flick at us like little vanishing demon whips, I saw and heard and felt as one remote",17690,"Lynde, Francis",PS,1902,male,Male,Jack,0.0,-1.0,0.466666666667
3050,17698,narcotic,"room, though there were some made of basket-work on the balcony, but all the lower part of the wall space was filled with broad divans. In the centre of the floor there was a sunken receptacle of marble, containing earth, in which dwarf palms were growing, and a faskeeyeh, or little fountain, which threw up a minute jet of water, upon which airily rose and fell a gilded ball about the size of a pea. All over the floor were strewn exquisite rugs. The room was pervaded by a faint but heavy perfume, which had upon the senses an almost narcotic effect. ""What a strange room!"" said Mrs. Armine. She had stood quite still near the door. Now she walked forward, followed by the two men, until she had passed the faskeeyeh and had reached the foot of the dais. There she turned round, with her back to the light that came in through the narrow doorways leading to the balcony. Baroudi had shut the door by which they had come in, and had pulled over it a heavy orange-coloured curtain, which she now saw for the first time. Although lovely in itself both in colour and material, fiercely lovely, like",17698,"Hichens, Robert",PR,1909,male,Female,Armine,0.4,0.75,0.28666666666679996
3051,17718,morphine,"alluring vices. Intemperance gradually gained such supremacy that he was threatened with expulsion, and to crown all other errors he was, while intoxicated, inveigled into a so-called marriage with a young but notorious girl, whose only claim was her pretty face, while her situation was hopelessly degraded. This creature, Minnie Merle, had an infirm grandmother, who, in order to save the reputation of the unfortunate girl, appealed so adroitly to Cuthbert's high sense of honour, that her arguments, emphasized by the girl's beauty and helplessness, prevailed over reason, and--I may add--decency and one day when almost mad with brandy and morphine he consented to call her his wife. Neither was of age, and my son was not only a minor (lacking two months of being twenty), but on that occasion was utterly irrational and irresponsible, as I am prepared to prove. They intended to conceal the whole shameful affair from me, but the old grandmother--fearing that some untoward circumstance might mar the scheme of possessing the ample fortune she well knew my boy expected to control--wrote me all the disgraceful facts, imploring my clemency, and urging me to remove Cuthbert from associates outside of his classmates, who were dragging him to",17718,"Evans, Augusta J. (Augusta Jane)",PS,1889,female,Female,Minnie Merle,-1.0,1.0,0.3333333333335
3052,17718,anodyne,"entrusted with the care of his patient. ""But if anything should happen? And Regina is so inexperienced?"" sobbed the unhappy mother, bending over her child, who was laughing at the gambols of some young chamois, which delirium painted on the wall. ""Miss Orme will at least obey my orders. She is watchful and possesses unusual self-control, which you, my dear madam, utterly lack in a sick-room. Beside, Olga yields more readily to her than to any one else, and I prefer that Miss Orme should have the care of her. Go to bed, madam, and I will send you an anodyne that will compose you."" ""If any change occurs, you will call me instantly?"" ""You may rest assured I shall."" Mrs. Palma leaned over her daughter, and as her tears fell on the burning face of the sufferer, the latter put up her hands, and said: ""Belmont, it is raining and your picture will be ruined, and then mamma will ridicule your failure. Cover it quick."" ""Olga, my darling, kiss mamma good-night."" But she was busy trying to shield the imaginary painting with one of the pillows, and began in a quavering voice to sing Longfellow's ""Rainy Day."" Her mother pressed",17718,"Evans, Augusta J. (Augusta Jane)",PS,1889,female,Female,Palma,1.0,1.0,0.3
3054,17731,paregoric,"to lie-up.” Jimmy drank a tin mugful of coffee, and, after bullying first one and then another, went to bed. He remained there most of the time, but when it suited him would come on deck and appear amongst us. He was scornful and brooding; he looked ahead upon the sea, and no one could tell what was the meaning of that black man sitting apart in a meditative attitude and as motionless as a carving. He refused steadily all medicine; he threw sago and cornflour overboard till the steward got tired of bringing it to him. He asked for paregoric . They sent him a big bottle; enough to poison a wilderness of babies. He kept it between his mattress and the deal lining of the ship's side; and nobody ever saw him take a dose. Donkin abused him to his face, jeered at him while he gasped; and the same day Wait would lend him a warm jersey. Once Donkin reviled him for half an hour; reproached him with the extra work his malingering gave to the watch; and ended by calling him “a black-faced swine.” Under the spell of our accursed perversity we were horror-struck. But Jimmy positively",17731,"Conrad, Joseph",PR,1887,male,Male,Donkin,0.25,0.0,0.3151515151514545
3056,17780,opium,"hardly have chosen a less suitable walk, for though the rain was abating, and presently ceased altogether, there was still a smart shower falling from the trees which arched over the greater part of her way. But she found just the desired relief from her feverish excitement in labouring along the wet paths with an umbrella that made her arm ache. This amount of exertion was to her tiny body what a day’s hunting often was to Mr. Gilfil, who at times had _his_ fits of jealousy and sadness to get rid of, and wisely had recourse to nature’s innocent opium --fatigue. When Caterina reached the pretty arched wooden bridge which formed the only entrance to the Mosslands for any but webbed feet, the sun had mastered the clouds, and was shining through the boughs of the tall elms that made a deep nest for the gardener’s cottage--turning the raindrops into diamonds, and inviting the nasturtium flowers creeping over the porch and low-thatched roof to lift up their flame-coloured heads once more. The rooks were cawing with many-voiced monotony, apparently--by a remarkable approximation to human intelligence--finding great conversational resources in the change of weather. The mossy turf, studded with the broad",17780,"Eliot, George",PR,1857,female,Male,Caterina,,,
3057,17793,morphine,"name something which may be disturbed. He thought over, idly, various means of unlawful exit from the world, and applied them to his own case. He decided against the means employed by the desperate bank cashier; he decided against the fiery draught of acid swallowed by a love-distracted girl; he decided against the leap from a ferry-boat taken by an unknown man, whose body lay unidentified in the morgue; he decided against illuminating gas, which had released from the woes of life a man and his three children; he thought rather favorably of charcoal; he thought also rather favorably of morphine ; he thought more favorably still of the opening of a vein, employed by fastidious old Romans who had enough of feast and gladiators and life generally and wished for a chance to leave the entertainment. All this was the merest idleness of suggestion, a species of rather ghastly amusement, it is true, but none the less amusement, of an unemployed and melancholy mind. But suddenly, something new and hitherto unexperienced was over him, a mood which he had never imagined, a possibility which he had never grasped. His brain, tried to the extreme by genuine misery, tried in addition",17793,"Freeman, Mary Eleanor Wilkins",PS,1905,female,Male,Anonymous,0.8,0.36363636363636365,0.23000000000009999
