Unnamed: 0,Book_ID,Keyword,Snippet,Etext Number,Authors,LoCC,Published Year,Author Gender,Assigned_Gender,Character_Name
3826,31257,laudanum,"you may carry out your plan, Sheila, and come to me at once for your pay."" CHAPTER XXV. AMONG STRANGERS. The dark, calm, dewy night closed down presently, and Sheila Kelly promptly finished her wicked work. The reward was immediately paid into her hands, and she departed in haste from Ellsworth to spend it in riotous living. The night was warm and sultry, and few people strayed abroad; so out in the road, on the grassy bank by a little purling creek, there lay for hours the motionless form of a seemingly dead girl, by her side a bottle of laudanum , and a pathetic little note detailing the reasons for her suicide. For awhile all was very still. The bending branches of the trees stirred, and fanned the still, white face, the dew kissed it; the light, airy wings of the summer insects brushed it in flying; the winds caressed it with the sweet odors of clover and daisies, and the waters murmured by with a soothing song, all alike unheeded by the beautiful, silent sleeper. ""Softly! She is lying with her lips apart; Softly! She is dying of a broken heart! ""Whisper! She is going to her final rest;",31257,"Miller, Alex. McVeigh, Mrs.",PS,1907,female,Female,Sheila Kelly
3827,31257,laudanum,"a startling change. The lips of Dainty Chase were parted in long, gasping breaths; the blue eyes were dilated in a blank and straining gaze. She rose slowly, staggeringly, to her feet, and as the black clouds parted overhead, and the full moon glimmered through, flooding the wet earth with splendor, as though diamonds strewed every blade of grass, she stepped, slowly, falteringly, down to the road, dragging her drenched body along aimlessly toward the open country that lay beyond. It would seem as if a miracle had been wrought, giving back life to the dead. But Dainty's draught of laudanum had been too small to induce death, and the wholesome bath of rain and the electric elements abroad in the air had combined to rouse her from a stupor that might otherwise have terminated fatally. Life--feeble, and faltering, yet still life--stole back along her veins to her numb heart, and set it beating again. With a strength almost incredible after the terrible week she had endured, she wandered slowly down the road, obeying blind impulse, not reason; for her mind was yet clouded by delirium, and she had as yet no realization of who she was or where she was.",31257,"Miller, Alex. McVeigh, Mrs.",PS,1907,female,Female,Anonymous
3828,31372,soporific,"the mind and soul were not for this unwilling vigil; and at this intruding thought of the soul he smiled, remembering how glibly he had bartered the integrity of his own to add his fragment to the rising temple of Tira's faith. He had strengthened her at the expense of his own bitter certainties. It was done deliberately and it was not to be regretted, but it did open a window upon his private rectitude. Was his state of mind to be taken so very seriously, even by himself? Not after that! Lounging before his book-shelves in search of a soporific , suddenly he remembered the mottled book. It flashed into his mind as if a hand had hurled it there. He would read Old Crow's journal. Settled in bed, the light beside him and the mottled book in his hand, he paused a thoughtful minute before opening it. Poor old devil! Was this the jangled record of an unsound mind, or was it the apologia for an eccentricity probably not so uncommon, after all? Foolish, he thought, to leave a record of any sort, unless you were a heaven-accredited genius, entrusted with the leaves of life. Better to recognize your",31372,"Brown, Alice",PS,1922,female,Male,Anonymous
3829,31372,soporific,"and, as the event proved, for penury. She had no conception of a love as irresistible as hers was now abounding. In a year or two, youth would meet her on the road of youth, and they would kiss and old Rookie would become the dim duty of remembered custom. And as he thought these things, his overwhelming revolt against earth and its cruelty came over him, and he stood there gripping his hands into their palms, again at open war with life. It was a question without an answer, a hunger unfed, a promise broken. Eternal life was the soporific distilled by man, in his pathetic cunning, to dull the anguish of anticipated death. Standing there in the silence, he felt the waves of loneliness going over him, and thought of Nan in her chamber across the hall, angelic in her compassion, her arms ready for him as a mother is ready for her child. The moonlight made arabesques on the walls, and he walked to the window with an instinctive craving for the open. He stood gripping the casing with both hands and looking up over the hillside where also the light lay revealingly. Up there was the hut",31372,"Brown, Alice",PS,1922,female,Male,Nan
3830,31394,opium,"since been removed, and an iron fence substituted. The object of this visit subsequently became apparent, when it was found that, in those pages of _Edwin Drood_ written a few hours before his death, Datchery and the Princess Puffer held that memorable conference there. ""They have arrived at the entrance to the Monks' Vineyard; an appropriate remembrance, presenting an exemplary model for imitation, is revived in the woman's mind by the sight of the place,"" in allusion of course to a present of ""three shillings and sixpence"" which Edwin Drood gave her Royal Highness on a previous occasion to buy opium . [Illustration: Restoration House, Rochester, as it appeared in Dickens's time. (From a sketch by an Amateur.)] The extensive promenade called the Esplanade (where in 1889 we saw the Regatta in which, after a series of annual defeats, Rochester maintained its supremacy), on the east side of the river Medway, under the Castle walls, pleasantly approached from the Cathedral Close, is memorable as having been the spot described in the thirteenth chapter where Edwin and Rosa met for the last time, and mutually agreed to terminate their unfortunate and ill-assorted engagement. ""They walked on by the river. They began to",31394,"Hughes, William R. (William Richard)",PR,1891,male,Female,Dickens
3831,31467,nepenthe,"thought to slip the fatal Noose About my neck, behold--the Bird had flown! FOR this the argument that I submit-- Refute it, if you can, with all your wit! That Luck in Love, for such as you and I, Consists in safely keeping _out_ of it! * * * * * THIS morn, I've quaffed at least a quart or more Of water--yet am thirsty as before; And that dark taste still lingers in the mouth With which, last night, I reformation swore. [Illustration: SOME ANGEL, WITH A SAVING DRINK.] YET, when some Angel, with a saving drink Of iced Nepenthe comes, I shall not shrink; But, having drunk of it, shall feel again As good and noble as before, I think. EACH morn some fresh repentance brings, you say? Yes--but where leaves the vows of Yesterday? For I shall make and break them all, again, When Time hath taken _this_ Headache away. WHAT if my conscience seem an idle joke-- My good resolves all disappear in smoke? This thought remains--and is it not enough?-- _I do not wear the Matrimonial Yoke!_ NAY! There is no one waiting at the door, Whene'er I wander in at half-past four, No one to",31467,"Rowland, Helen",PS,1915,female,Unknown (Proper Noun),Anonymous
3832,31485,laudanum,"and bandages, as he laid the boy on one of the tables. Pierre and Morrison came into the bar-room as Firmstone and Élise began to dress the burns. Morrison laid his hand roughly on Firmstone's arm. ""You get back to your own. This is our crowd."" ""Git hout! You bin kip-still."" Pierre in turn thrust Morrison aside. ""You bin got hall you want, Meestaire Firmstone?"" ""Take my horse and go for the doctor."" Pierre hastily left the room. The clatter of hoofs showed that Firmstone's order had been obeyed. Élise and Firmstone worked busily at the little sufferer. Oil and laudanum had deadened the pain, and the boy was now sobbing hysterically; Morrison standing by, glaring in helpless rage. Another clatter of hoofs outside, and Pierre and the company surgeon hurried into the room. The boy's moans were stilled and he lay staring questioningly with large eyes at the surgeon. ""You haven't left me anything to do."" The surgeon turned approvingly to Élise. ""Mr. Firmstone did that."" The surgeon laughed. ""That's Élise every time. She's always laying the blame on someone else. Never got her to own up to anything of this kind in my life."" Joe senior and his wife",31485,"Nason, Frank Lewis",PS,1903,male,Male,Firmstone
3833,31497,opium,"some of our little money went to purchase small wares for the home folks. It was here that Munro bought that long 'back-scratcher'; the one he took home to his father! Sometimes, when we could induce our Burke to make up to one of his compatriots (the blue-coated, six-foot Fenians who keep 'Frisco under martial law), we saw something of the real, the underground China-town. It was supposed to be a hazardous excursion, but, beyond treading the dark, forbidding alleys, haunts of 'Li-Johns' and 'Highbinders,' we had no sight of the sensational scenes that others told us of. We saw opium dens, and were surprised at the appearance of the smokers. Instead of the wasted and debauched beings, of whom we had read, we found stout Johns and lean Johns, lively Johns and somnolent Johns, busy and idle--but all looking as if they regarded life as a huge joke. They laughed amiably at our open mouths, and made remarks to us. These, of course, we were unable to understand, but at least we could grin, and that seemed to be the answer expected. When our guide took us to free air again, and we found ourselves far from where we had",31497,"Bone, David W. (David William)",PR,1910,male,Male,Li-Johns'
3834,31510,soporific,"of the empire swayed; and from an oak two vultures soared with a scream into the air, their eyes fixed on the vision of bare white flesh. Through the ranks an elder passed. In his hand was a gourd, which he offered to one of the thieves. “Drink of it, Dysmas,” he invited. “In it grains of frankincense have been dissolved.” To the rear Annas nodded his approval. His lean, lank jaws parted. “Give strong drink,” he announced, authoritatively; “give strong and heady drink to those about to die, and wine to those that sorrow.” Dysmas drank abundantly of the soporific , and held the gourd to his comrade. “Take it, Stegas.” As the second thief raised it to his lips, with a motion of arm and knee an executioner caught Dysmas beneath the chin, behind the leg, and the thief lay on a cross. In a second his wrists were bound, his feet as well. There was the blow of a hammer on a nail, a spurt of blood from the open hand; another blow, another spurt; and the cross, upraised, settled in a cavity already prepared, a beam behind it for support. Stegas, his thirst slaked, fell as Dysmas",31510,"Saltus, Edgar",PS,1891,male,Male,Dysmas
3856,31557,opium,"off went Mitaele on Musu to fetch Tauilo, Talolo's mother. So here was all the island in a bustle over Sina's foot. No doctor came, but he told us what to put on. When I went up at night to the little room, I found Tauilo there, and the whole plantation boxed into the place like little birds in a nest. They were sitting on the bed, they were sitting on the table, the floor was full of them, and the place as close as the engine-room of a steamer. In the middle lay Sina, about three parts asleep with opium ; two able-bodied work-boys were pulling at her arms, and whenever she closed her eyes calling her by name, and talking in her ear. I really didn't know what would become of the girl before morning. Whether or not she had been very ill before, this was the way to make her so, and when one of the work-boys woke her up again, I spoke to him very sharply, and told Tauilo she must put a stop to it. Now I suppose this was what put it into Tauilo's head to do what she did next. You remember Tauilo, and",31557,"Stevenson, Robert Louis",DU; PR,1913,male,Female,Tauilo
3858,31620,opium,"clinging to the base of the battlement. Last night I dreamed that Coleridge stood looking over my shoulder and while I worked he touched the sea, and it flushed a ruby red brighter than laudanum; and then he leaned down, and with a pencil wrote _Dele_ across the fragment in his Sibylline Leaves.' To-day I tried the effect of the hint, but the amber water mellows the woman's features, and the ruby light rendered them sullen and rigid."" ""Were I to judge from the _bizarre_ themes that you select, I should be tempted to fear that the wizard spell of opium evoked some of these strangely beautiful creations of your brush. What suggested this picture?"" ""You merely wish to complete your diagnosis of my psychological condition? If so, there is no reason why I should hesitate to tell you that while I was playing one of Chopin's _Nocturnes_ the significance of the Polish '_Zäl_' perplexed me. In striving to analyze it, Coleridge's 'Melancholy' occurred to my mind, and teased and haunted me until I wrought it out palpably. My work there means more than his fragment, and includes something which I suppose Chopin meant by that insynonymous word '_Zäl_.'"" Standing under",31620,"Evans, Augusta J. (Augusta Jane)",PS,1869,female,Unknown,Anonymous
3859,31620,opium,"the church where Mr. Wright officiated, and immediately telegraphed to Edith, requesting her presence as bridesmaid, and offering to provide her outfit and defray all expenses, if she would accompany us to Europe. My betrothed bit his lip, and objected; but on this point, at least, I was firm, and assured him I would not be married unless Edith could be with me. She wrote, declining my invitation to Europe, but came to New York, the day of my wedding. When I look back at what followed, I have a vague, confused feeling, similar to that which results from taking opium . Mr. Carlyle had positively interdicted my taking Elsie to Europe, assuring me that his wife should not be in leading-strings to a spoiled and presumptuous nurse, and promising me that, when we returned to America, she might occupy the position of housekeeper in our establishment. Absorbed by my own supreme happiness, I scarcely saw Edith until we were dressed for the ceremony, and when she came and leaned against the table where the bridal presents were arranged, I noticed that she was pale and much agitated, but ascribed her emotion to grief at my approaching departure. Several of my",31620,"Evans, Augusta J. (Augusta Jane)",PS,1869,female,Unknown,Anonymous
3860,31620,laudanum,"""No, sir. Look again. My 'Melancholia' has a patient face, hinting of possible peace. When I design its companion, 'Desolation,' I may be pardoned if my canvas reflects what always fronts it."" ""May I ask when you wrought out this extraordinary conception?"" ""During the past month. The last touch was given this morning, and the paint is not yet dry on that cluster of purplish seaweed clinging to the base of the battlement. Last night I dreamed that Coleridge stood looking over my shoulder and while I worked he touched the sea, and it flushed a ruby red brighter than laudanum ; and then he leaned down, and with a pencil wrote _Dele_ across the fragment in his Sibylline Leaves.' To-day I tried the effect of the hint, but the amber water mellows the woman's features, and the ruby light rendered them sullen and rigid."" ""Were I to judge from the _bizarre_ themes that you select, I should be tempted to fear that the wizard spell of opium evoked some of these strangely beautiful creations of your brush. What suggested this picture?"" ""You merely wish to complete your diagnosis of my psychological condition? If so, there is no reason why I",31620,"Evans, Augusta J. (Augusta Jane)",PS,1869,female,Male,Dele
3861,31620,nepenthe,"that she sank wearily upon the sofa, as if her strength had well-nigh failed her. He untied her bonnet-strings and removed it, and she threw her head down on the silken cushion, as a spent child might have done. Taking a vial from his pocket, he dropped a portion of the contents into a wine-glass, and filled it with sherry wine. ""Mrs. Gerome, drink this for me. It will benefit you."" She swallowed the mixture, and remained quiet for some seconds; then a singularly scornful smile curved her mouth as she said,-- ""You drugged the wine. Well, so be it. Nepenthe or poison are alike welcome, if they bring me death, or even temporary oblivion."" Katie came in and lighted the lamp, and Dr. Grey sat beside the sofa and watched the effect of his prescription. Tired at length of the sober sea and dark gloomy grounds, Salome came back to the house and stood on the threshold of the parlor door, looking curiously at the quiet, silent group, and at the pictures on the walls. She could see very distinctly the beautiful white face of the mistress pressed against the blue damask cushion, and clear in outline as she had",31620,"Evans, Augusta J. (Augusta Jane)",PS,1869,female,Female,Katie
3862,31723,narcotic,"big chair away from its usual place. It was a heavy thing for a woman to carry, but she did not notice the weight till she had set it against the wall at the further end of the room. She slept little that night, but she slept naturally, and when she awoke there was no sound of the door being softly closed. But she missed something, and felt a dull, inexplicable want all the next day. A habit is not broken by a single interruption. It is hard for a man whose nerves are accustomed to a stimulant or a narcotic to go without it for one day, but that is as nothing compared with giving it up altogether. Specialists can decide whether there is any resemblance between the condition of a person under the influence of morphia or alcohol, and the state of a person hypnotised, whether by himself or by another, when that state is regularly accompanied by the illusion of some strong and agreeable emotion. Probably all means which produce an unnatural condition of the nerves at more or less regular hours may be classed together, and there is not much difference between the kind of craving they",31723,"Crawford, F. Marion (Francis Marion)",PS,1902,male,Male,Anonymous
3863,31723,soporific,"her visit. ""I am sorry I spoke of it. Thank you very much for coming to see me, and for being so frank."" In a sense he was glad she had come, for her coming had solved the difficulty in which he had been placed. He sank back exhausted and suffering as she left the room, and was hardly aware that Lamberti came back soon afterwards and sat down beside him. Before long his friend carried him back to his bed, for he seemed unable to walk. Lamberti stayed with him till he fell asleep under the influence of a soporific medicine, and then called the man-servant. He told him he had taken the revolver from the drawer, because his master was not to be married after all, and might do something foolish, and ought to be watched continually, and he said that he would come back and stay through the night. The man had been in his own service, and could be trusted now that he had slept. Lamberti left the Palazzo Farnese and walked slowly homeward in the white glare, smoking steadily all the way, and looking straight before him. CHAPTER XXV The Countess wrote that afternoon to Baron",31723,"Crawford, F. Marion (Francis Marion)",PS,1902,male,Male,Lamberti
3864,31728,morphine,"was numb and paralysed. I hurried over to Mary's. She and Mrs. Malmsbury returned with me and attended him, hand and foot, until the minister came in late that afternoon. Mr. Auld was a medical missionary, and he confirmed what I had feared. Jake had had a stroke. The only articulate words Meaghan uttered in his mumblings were, ""Rita, Rita, Rita."" Again and again he came over the name. At last I promised him I would run over and bring her to him. That seemed to content him, but his eyes still kept roving round restlessly. Mr. Auld injected some morphine through Jake's arm in order to give his brain the rest that it evidently sorely needed. ""There is little we can do, George,"" said the minister. ""He may be all right to-morrow, but for his physical helplessness;--and, even that may abate. Between you and me, I pray to God he may not live."" ""But what can have caused it, Mr. Auld?"" ""If Jake only could have been able to drink as other men do,--drink, get drunk and leave off,--he never would have come to this. His constitution was never made for such drinking as he has indulged in. No man's",31728,"Watson, Robert",PS,1918,male,Male,Jake
3865,31764,anodyne,"down, nor love. How could I tell you this?--not then! when all the world was spun Of morning colors for our love to walk and dance upon. I could not tell you how disease hid here a viper germ, Precedence slowly claiming and so slowly fixing firm. And when I broke our plighted troth and would not tell you why, I loved you, thinking ""time enough when I have come to die."" Draw off my rings and let my hands rest so ... the wretched cough Will interrupt my feeble speech and will not be put off.... Ah, anyhow, my anodyne is this--to feel that you Are near me, that your healthy hand soothes mine's unhealthy dew. And that your heart excuses all, and that you will not fret Because you understand me now and never will forget.-- Now bring me roses pale and pure and tell me death's a lie, --Late was it hard for me to live, now it is hard to die. PART V. 1. Vased in her bedroom window, white As her glad girlhood, never lost, I smelt the roses; and the night Outside was fog and frost. What though I claimed her dying there! God nor",31764,"Cawein, Madison Julius",PS,1891,male,Unknown,Anonymous
3866,31806,soporific,"return, an unpretentious house on a cross street. ""Stephen has arranged it all,"" Harriet was saying; ""he won't let me do a thing. He will not consider for a moment that he isn't going to be able to keep his position on the paper; they're filling it for him among themselves still. If he wasn't so--so fiercely proud! It's Austen that rankles, you see."" There was a movement on the couch. Harriet went swiftly over to the waker. It is on Olympus they take time for deliberate and stately progression; Harriet had come down to the human world. ""It's a soporific thing,"" quoth the Major, ""listening to one's own editorials. I never heard one through before. You there, Alexina? Where have you been these two days? I hope you're not holding it against us that Georgy is sending all his flowers to me? It's his delicate way, you see; reaching round through me via Harriet to you."" There was a tap and the little Sister entered. It was company. It was always company. The Major's life had been close to the heart and centre of things. It was laughable to see the reserved Harriet's pride in his popularity. It was a",31806,"Martin, George Madden",PS,1904,female,Male,Harriet
3867,31824,narcotic,"this face of hers--how they enchanted him! He was drawn as by a strong cord, and so was she--by an immense, terrible magnetism. He had felt it all the afternoon. Keenly. He was feeling it intensely now. He pressed her to his bosom, and she yielded, yearningly, suiting her motions to his subtlest moods. He wanted to exclaim: ""Oh, Suzanne! Oh, Suzanne!"" but he was afraid. If he said anything to her it would frighten her. She did not really dream as yet what it all meant. ""You know,"" he said, when the music stopped, ""I'm quite beside myself. It's narcotic . I feel like a boy."" ""Oh, if they would only go on!"" was all she said. And together they went out on the veranda, where there were no lights but only chairs and the countless stars. ""Well?"" said Mrs. Dale. ""I'm afraid you don't love to dance as well as I do?"" observed Eugene calmly, sitting down beside her. ""I'm afraid I don't, seeing how joyously you do it. I've been watching you. You two dance well together. Kinroy, won't you have them bring us ices?"" Suzanne had slipped away to the side of her brother's friends. She talked",31824,"Dreiser, Theodore",PS,1915,male,Male,Suzanne
3868,31824,soporific,"that he should wish to go as far again and further. After dinner, when she turned to him from her room, arrayed in a soft evening dress of clinging texture--somewhat low in the neck by request of Marietta, who had helped her to dress--Eugene was conscious of her emotional perturbation. He himself was distraught, for he did not know what he would do--how far he would dare to trust himself. He was always troubled when dealing with his physical passion, for it was a raging lion at times. It seemed to overcome him quite as a drug might or a soporific fume. He would mentally resolve to control himself, but unless he instantly fled there was no hope, and he did not seem able to run away. He would linger and parley, and in a few moments it was master and he was following its behest blindly, desperately, to the point almost of exposure and destruction. Tonight when Angela came back he was cogitating, wondering what it might mean. Should he? Would he marry her? Could he escape? They sat down to talk, but presently he drew her to him. It was the old story--moment after moment of increasing feeling. Presently",31824,"Dreiser, Theodore",PS,1915,male,Male,Eugene
3869,31837,morphine,"in the pasture where half a dozen sheep were grazing. TOM."" ""I am afraid, my dear, that Tom's nonsense has illy prepared your mind for the sad news I have to communicate concerning your friends the Shermans. The elder and the younger Mrs. Sherman are both dead. The elder died last week; it is said of a broken heart. The other accidently put an end to her own life several weeks ago. She had parted from her husband, he having returned home several times intoxicated. Being in a very unhappy frame of mind in her father's house, she resorted to morphine to induce sleep, and, unaccustomed to its effects, swallowed an over dose. The mistake was discovered when too late to save her. It is said that Edward's remorse is fearful, and he has solemly sworn never to taste another drop of intoxicating drink. His home is now with Dr. Goodrich and his sister, who have commenced house-keeping in a nice little cottage."" Extract from Little Wolf's reply. ""Many thanks to Tom for his share of the letter. I hope he will frequently repeat his visits to Chimney Rock, and acquaint me with the results. It will discipline him for the",31837,"Cornelius, Mary Ann Mann",PS,1923,,Female,Goodrich
3870,31858,opium,"in the gayest and richest of garments. On the balconies of the upper and greater restaurants were valuable jars and vases full of plants and flowers. They ascended to the finest of these restaurants and found a merchant's party eating at round tables from dolls' plates. In a room opening upon a veranda, their creatures chanted what sounded to Occidental ears like the dirge of the lost souls of all the Flowery Empire, and the expression of the relaxed haunted faces confirmed the impression. In large alcoves well-dressed Chinamen reclined on tables of marble and teakwood, filling and refilling the opium pipe with an infinity of patience that if otherwise applied might have led to greatness instead of dreams. ""These men are just on exhibition,"" said Stone, contemptuously. ""Wait till I show you the real thing down in the slime. Lots of tall stories about Chinatown, but the reality is bad enough."" They took a Jackson Street car and rode up through humbler Chinatown, then through quarters of varying respectability until they reached the sacred precinct of Nob Hill. Here there was an aristocratic calm, but much light, and faint strains of music. The season was in full swing, and society",31858,"Atherton, Gertrude Franklin Horn",PS,1907,female,Unknown,Anonymous
3871,31858,soporific,"rich men of his time had followed his example; and slept in their country-houses during six months of the year while their women yawned the days away, deriving their principal solace in contemplation of their unchallenged exclusiveness. Stray members of those old families were left, and were, if anything, more exclusive than their parents, disdaining the light-hearted people of Burlingame, unburdened with traditions. This was still the set that never even powdered, faithful to the ancient code that it was not respectable, and who spent the greater part of the year in the country, finding their pleasures in the climate-- soporific --excellent old Chinese or Spanish cooks, and in reminiscences of the time when the fine estates had not been cut up into little suburban homesteads for heaven only knew whom. Mrs. Trennahan had sold her father's place, and bought a superb estate in the foothills, where she entertained in the simple fashion of the Eighties. Trennahan still took the haughty spirit of his chosen borough with all his old humor, but he liked no place so well, even in California. A New-Yorker is always a New-Yorker, however long he may live in California, but he becomes more and more attached",31858,"Atherton, Gertrude Franklin Horn",PS,1907,female,Unknown,Anonymous
3872,31869,opium,"Ebers. Burns' Poems. By Robert Burns. By Order of the King. By Victor Hugo. California and Oregon Trail. By Francis Parkman, Jr. Cast Up by the Sea. By Sir Samuel Baker. Caxtons, The. By Bulwer-Lytton. Chandos. By ""Ouida."" Charles Auchester. By E. Berger. Character. By Samuel Smiles. Charles O'Malley. By Charles Lever. Children of the Abbey. By Regina Maria Roche. Children of Gibeon. By Walter Besant. Child's History of England. By Charles Dickens. Christmas Stories. By Charles Dickens. Clara Vaughan. By R. D. Blackmore. Cloister and the Hearth. By Charles Reade. Complete Angler. By Walton and Cotton. Confessions of an Opium Eater. By Thomas De Quincey. Consuelo. By George Sand. Corinne. By Madame De Stael. Countess Gisela, The. By E. Marlitt. Countess of Rudolstadt. By George Sand. Count Robert of Paris. By Sir Walter Scott. Cousin Pons. By Honore De Balzac. Cradock Nowell. By R. D. Blackmore. Cranford. By Mrs. Gaskell. Cripps the Carrier. By R. D. Blackmore. Crown of Wild Olive, The. By John Ruskin. Daniel Deronda. By George Eliot. Data of Ethics. By Herbert Spencer. Daughter of an Empress, The. By Louisa Muhlbach. Daughter of Heth, A. By William Black. David Copperfield. By Charles Dickens. Days of Bruce. By",31869,"Cummins, Maria S. (Maria Susanna)",PS,1854,,Unknown (Proper Noun),Anonymous
3873,31871,opium,"serve against their will the ends of wisdom and virtue. Thus, a wise government puts fines and penalties on pleasant vices. What a benefit would the American government, not yet relieved of its extreme need, render to itself, and to every city, village, and hamlet in the States, if it would tax whiskey and rum almost to the point of prohibition! Was it Bonaparte who said that he found vices very good patriots? ""He got five millions from the love of brandy, and he should be glad to know which of the virtues would pay him as much."" Tobacco and opium have broad backs, and will cheerfully carry the load of armies, if you choose to make them pay high for such joy as they give and such harm as they do. These are traits, and measures, and modes; and the true test of civilization is, not the census, nor the size of cities, nor the crops--no, but the kind of man the country turns out. I see the vast advantages of this country, spanning the breadth of the temperate zone. I see the immense material prosperity--towns on towns, states on states, and wealth piled in the massive architecture of cities;",31871,,PR,1923,,Male,Bonaparte
3874,32042,opium,"with the Yucatan ships calling three or four times a week, Cotter was up to date with everything happening from Galveston to Biloxi and from Tampa to Boston. Did I remember So-and-so--chap with a squint, or a mole, or a broken finger, as the case might be. Cotter always emphasized a man's physical defects in alluding to him. And so the talk came round to 'Oh, did I remember that chap with the solemn face and the big stomach? Captain Macedoine we used to call him? Why, didn't you hear? Extradition order. Yes! The cunning old guy had a dozen opium dives off Rampart Street in full swing. Must have been coining money. No, they never got him. He had left England by that time. Nobody knows where he is now, I suppose. Smart, eh?' Such was Captain Macedoine to me as I sat listening to the good Jack sputtering in his cabin: ""'Great Christopher! And who in thunder gave you a name like that. What is it, again?' And then Mrs. Evans interposing with 'That will do, dear. She can't help her name.' ""'A h--l of a name for a servant,' muttered Jack. ""Well, poor Jack found that taking his",32042,"McFee, William",PR,1920,male,Male,Macedoine
3875,32042,opium,"me of irony. Then she said, in the grave tones that middle-class people reserve for the vital themes of life, that he had a good position and excellent prospects. And then she left me with a murmur about 'the kid' and I began to walk to and fro. I was amused. I tried to figure out the salient features of a 'position' which would meet with the approval of a man with Macedoine's record. And the prospects! For mind you, he must have experienced a severe blow when those Federal secret service men had ferreted out his dealings in the opium traffic and his plan for establishing himself in England had gone to smash. And in what way could this young person assist him in his business? I was intrigued, as they say, but I could form no theory which would adequately account for so many disparate premises. After all, such musings are their own reward. The event robs them of their early glamour. I did not even confide in any one else on the ship. There is a pleasure in an unshared scandal which many men and all women seem to overlook. It added, I may say, to the joys",32042,"McFee, William",PR,1920,male,Male,Macedoine
3876,32101,narcotic,"now for a week."" Murray laughed good-naturedly. ""Remember, if I fail I can't pay you."" ""For Heaven's sake, then, get it over with! I need that money and--I have nerves."" The former speaker opened his coat and DeVoe saw that he had left the house with no protection whatever beneath it, except trousers and footgear. His body was wet from the climb, but he exposed it openly to the storm until he was blue with cold, while the younger man stamped about, threshing his arms and lamenting his own discomfort. That night Murray repeated his Turkish bath, swallowed his usual narcotic , and lay down upon his draughty couch to be awakened some time after midnight by a cry of ""Fire."" He noted dully that a vivid glare was flickering through his open windows, and saw that the roofs adjoining were silhouetted against a redly glowing sky; he heard a great clamor of shouting voices, gunshots, bells, running feet, so arose and dressed himself. Instead of donning his regular clothing, however, he drew on a pair of trousers, thrust his bare feet into rubber boots, then buttoned a rubber coat over his naked shoulders. When he undertook to rouse DeVoe, Henry",32101,"Beach, Rex",PS,1916,male,Male,Murray
3877,32114,anodyne,"I thinks to myself, I'll take one; and with the accident insurance I had had the sense to carry ever since I'd started going to business, and what Boris had in the bank, we went. Or came, rather. We've been here ever since and nobody's heard either of us regret it, either."" And as she lay there looking out into the darkness of the Gulf with shining resolute eyes, it was plain that this romantic destiny of hers was a treasured possession. It dominated her life. She had found in it the indispensable inspiration for happiness, an ethical yet potent anodyne for the forfeiture of many homely joys. It was for her the equivalent of a social triumph or acceptance among peeresses of the realm. It is to be suspected that she had ever in her mind a vision of the wonder and awe she had evoked in the souls of the suburban girls among whom she had spent her life, and that this vision supported her and formed the base of a magnificent edifice. And it was an integral part of this edifice that love should be a romantical affair, a flame, noted by all and fed by the adoration",32114,"McFee, William",PR,1922,male,Female,Anonymous
3878,32116,opium,"thinking that a mosquito had left this trace of its attack. He was confirmed in the opinion by the fact that there was a white blotch beneath the touch of crimson. Captain Ichabod tried to question the man he had saved, but found every answer baffling and unsatisfactory. The yachtsman refused any sort of information. His reticence angered the old man, and he at last spoke his mind freely, with something of suspicion engendered by a new thought concerning that curious drop of blood on the girl's arm. ""She acts ter me like a woman chuck-er-block with Bateman Drops or opium . A heap o' that kind o' truck is used by the women about these-here islands o' the Sound, an' I've seed a heap o' the effects o' it in the years past, but the good Lord knows it's a spell since Captain Icky has seed a _woman_ a-hitten dope, as new-fangled folks calls it."" The man who had been rescued by Ichabod started violently as he heard the word ""dope."" He cast a probing glance on the old man, but spoke never a word. ""Thar is one thing fer sartin,"" continued the fisherman, ""if it hain't dope that is",32116,"Baily, Waldron",PS,1918,male,Female,chuck-er-block
3879,32116,narcotic,"than a vast swamp, without anywhere a dry spot on which to step foot. Upon making this discovery, he allowed the boat to drift a short distance away from the land, and then dropped overboard the tiny anchor. After the launch was made secure, the Doctor took from his pocket the hypodermic syringe. The vial accompanying it, however, was empty. Garnet searched feverishly through his medicine case, at first in despair, for he feared that he had no more of the drug. But at last he uttered an ejaculation of triumph as he drew forth a small bottle of the narcotic . He removed the cork and dropped the pellets into the palm of his hand. He counted them rapidly, before replacing all but one in the bottle. The quantity of the drug was so small as to fill him with the worst apprehensions. A man held as was Garnet in the clutch of an evil habit would be placed in a horrible position, were he to run out of his morphia supply, while thus storm-bound along the desolate shores of Core Sound. He shuddered at the dreadful thought of such catastrophe. Then he tried to forget the haunting fear, the",32116,"Baily, Waldron",PS,1918,male,Male,Garnet
